brand,product_name,product_category_tree,product_rating,retail_price,discounted_price,discount_percentage,main_category,sub_category,price_bucket
HRS,HRS ULTIMATE BOY Elbow Pads,"[""Sports & Fitness >> Team Sports >> Cricket >> Cricket Pads >> HRS Cricket Pads >> HRS ULTIMATE BOY Elbow Pads (WHITE, RIGHT-HANDED)""]",,250.0,230.0,8.0,Sports & Fitness,Team Sports,<₹500
Sathiyas,Sathiyas Cotton Bath Towel,"[""Baby Care >> Baby Bath & Skin >> Baby Bath Towels >> Sathiyas Baby Bath Towels >> Sathiyas Cotton Bath Towel (3 Bath Towel, Red, Y...""]",,600.0,449.0,25.166666666666664,Baby Care,Baby Bath & Skin,<₹500
HRS,HRS ULTIMATE MEN Chest Pads,"[""Sports & Fitness >> Team Sports >> Cricket >> Cricket Pads >> HRS Cricket Pads >> HRS ULTIMATE MEN Chest Pads (WHITE, RIGHT-HANDED)""]",,440.0,395.0,10.227272727272728,Sports & Fitness,Team Sports,<₹500
SANTOSH ROYAL FASHION,SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet,"[""Home Furnishing >> Bed Linen >> Bedsheets >> SANTOSH ROYAL FASHION Bedsheets >> SANTOSH ROYAL FASHION Cotton Printed King sized ...""]",,2699.0,1299.0,51.87106335679882,Home Furnishing,Bed Linen,₹1K–2K
CASEDEAL,CASEDEAL Microsoft Nokia lumia x2 Back Panel,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Body Panels >> CASEDEAL Mobile Body Panels >> CASEDEAL Microsoft Nokia lumia x2 Back Panel (Wh...""]",,1999.0,380.0,80.99049524762381,Mobiles & Accessories,Mobile Accessories,<₹500
Mario Gotze,Mario Gotze Women's Printed Casual Orange Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Mario Gotze Shirts >> Mario Gotze Women's Printed Casual Orange Shirt""]",,1499.0,899.0,40.0266844563042,Clothing,Women's Clothing,₹500–1K
Jaipur Print,Jaipur Print Cotton Floral King sized Double Bedsheet,"[""Home Furnishing >> Bed Linen >> Bedsheets >> Jaipur Print Bedsheets >> Jaipur Print Cotton Floral King sized Double Bed...""]",,2599.0,698.0,73.14351673720661,Home Furnishing,Bed Linen,₹500–1K
Shilpi,Shilpi NHSCN003 Coin Bank,"[""Pens & Stationery >> College Supplies >> Coin Banks >> Shilpi Coin Banks >> Shilpi NHSCN003 Coin Bank (Brown)""]",,900.0,650.0,27.77777777777778,Pens & Stationery,College Supplies,₹500–1K
Babeezworld,Babeezworld Dungaree Baby Boy's  Combo,"[""Baby Care >> Infant Wear >> Baby Boys' Clothes >> Combo Sets >> Babeezworld Combo Sets >> Babeezworld Dungaree Baby Boy's  Combo""]",,999.0,499.0,50.050050050050054,Baby Care,Infant Wear,<₹500
Redbag,Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpiece >> Religious Idols >> Redbag Religious Idols >> Redbag Eight Armed Goddess Sherawali Maa Showpie...""]",,1600.0,1200.0,25.0,Home Decor & Festive Needs,Table Decor & Handicrafts,₹1K–2K
Proence,"Proence Weight Gainers, Mass Gainers","[""Food & Nutrition >> Health & Nutrition >> Protein Supplements >> Proence Weight Gainers, Mass Gainers (60 No, Unf...""]",,1025.0,949.0,7.414634146341463,Food & Nutrition,Health & Nutrition,₹500–1K
Slim,Discountgod Men's Checkered Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Discountgod Casual & Party Wear Shirts""]",,750.0,590.0,21.333333333333336,Clothing,Men's Clothing,₹500–1K
Slim,Silver Streak Men's Printed Casual Denim Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Silver Streak Casual & Party Wear Shirts""]",,1299.0,599.0,53.88760585065435,Clothing,Men's Clothing,₹500–1K
Unknown,"Cobra Paris CO6394A1 Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Cobra Paris Wrist Watches""]",,18995.0,15195.0,20.005264543300868,Watches,Wrist Watches,₹5K+
Unknown,TEN TEN Women's Black Knee Length Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4995.0,1995.0,60.06006006006006,Footwear,Women's Footwear,₹1K–2K
Unknown,"Aries Gold G 729 S-BK Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Aries Gold Wrist Watches""]",,13699.0,13099.0,4.379881743192934,Watches,Wrist Watches,₹5K+
Unknown,Carlton Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3495.0,1223.0,65.0071530758226,Footwear,Women's Footwear,₹1K–2K
Unknown,Maserati Time R8851116001 Analog Watch  - For Boys,"[""Watches >> Wrist Watches >> Maserati Time Wrist Watches""]",,24400.0,24400.0,0.0,Watches,Wrist Watches,₹5K+
Unknown,"Vizion 8503B-1RED Cold Light Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Vizion Wrist Watches""]",,1095.0,595.0,45.662100456621005,Watches,Wrist Watches,₹500–1K
Unknown,"Camerii WM64 Elegance Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Camerii Wrist Watches""]",5.0,1099.0,449.0,59.14467697907189,Watches,Wrist Watches,<₹500
Slim,Reckler Slim Fit Men's Jeans,"[""Clothing >> Men's Clothing >> Jeans >> Reckler Jeans""]",,5398.0,2599.0,51.85253797702853,Clothing,Men's Clothing,₹2K–5K
Unknown,Quechua Arpenaz Novadry Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2499.0,2250.0,9.963985594237695,Footwear,Women's Footwear,₹2K–5K
Unknown,"Colat COLAT_MW20 Sheen Analog Watch  - For Men, Women, Boys, Girls","[""Watches >> Wrist Watches >> Colat Wrist Watches""]",5.0,3999.0,849.0,78.76969242310578,Watches,Wrist Watches,₹500–1K
Unknown,Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1799.0,719.0,60.033351862145636,Footwear,Women's Footwear,₹500–1K
Unknown,Rochees RW38 Analog Watch  - For Boys,"[""Watches >> Wrist Watches >> Rochees Wrist Watches""]",,1415.0,1202.0,15.053003533568903,Watches,Wrist Watches,₹1K–2K
Unknown,"Rorlig RR-028 Expedition Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Rorlig Wrist Watches""]",5.0,1099.0,399.0,63.69426751592356,Watches,Wrist Watches,<₹500
Unknown,Catwalk Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2095.0,999.0,52.31503579952267,Footwear,Women's Footwear,₹500–1K
Unknown,Magnum Footwear Lifestyle,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3999.0,2099.0,47.511877969492375,Footwear,Women's Footwear,₹2K–5K
Unknown,T STAR UFT-TSW-005-BK-BR Analog Watch  - For Boys,"[""Watches >> Wrist Watches >> T STAR Wrist Watches""]",,999.0,399.0,60.06006006006006,Watches,Wrist Watches,<₹500
Unknown,Rialto Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3295.0,2795.0,15.174506828528072,Footwear,Women's Footwear,₹2K–5K
Unknown,Kielz Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2499.0,1249.0,50.020008003201276,Footwear,Women's Footwear,₹1K–2K
Unknown,"Alfajr WY16B Youth Digital Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Alfajr Wrist Watches""]",,5495.0,4995.0,9.099181073703367,Watches,Wrist Watches,₹2K–5K
Unknown,La Briza Ashley Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2299.0,2299.0,0.0,Footwear,Women's Footwear,₹2K–5K
Unknown,"TAG Heuer CAU1116.BA0858 Formula 1 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> TAG Heuer Wrist Watches""]",,107750.0,107750.0,0.0,Watches,Wrist Watches,₹5K+
Unknown,Salt N Pepper 13-019 Femme Black Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4195.0,3146.0,25.005959475566154,Footwear,Women's Footwear,₹2K–5K
Unknown,Shuz Touch Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1499.0,1270.0,15.276851234156105,Footwear,Women's Footwear,₹1K–2K
Skanders,Wrangler Skanders Fit Men's Jeans,"[""Clothing >> Men's Clothing >> Jeans >> Wrangler Jeans""]",,2795.0,1817.0,34.991055456171736,Clothing,Men's Clothing,₹1K–2K
Unknown,Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3199.0,1919.0,40.012503907471086,Footwear,Women's Footwear,₹1K–2K
Unknown,Salt N Pepper 14-664 Denny Black Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4295.0,3221.0,25.0058207217695,Footwear,Women's Footwear,₹2K–5K
Unknown,"Costa Swiss CS-2001 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Costa Swiss Wrist Watches""]",,1199.0,429.0,64.22018348623854,Watches,Wrist Watches,<₹500
Unknown,Crocs Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3995.0,3995.0,0.0,Footwear,Women's Footwear,₹2K–5K
Unknown,"Breitling AB011010/BB08 131S Chronomat 44 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Breitling Wrist Watches""]",,571230.0,571230.0,0.0,Watches,Wrist Watches,₹5K+
Unknown,Lyc White Casual Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",5.0,1199.0,899.0,25.0208507089241,Footwear,Women's Footwear,₹500–1K
Unknown,Myra Comfortable Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1049.0,499.0,52.430886558627265,Footwear,Women's Footwear,<₹500
Unknown,"Calibro SW-125 Analog-Digital Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Calibro Wrist Watches""]",,2000.0,699.0,65.05,Watches,Wrist Watches,₹500–1K
Unknown,Get Glamr Designer Uggy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,2799.0,20.005715918833953,Footwear,Women's Footwear,₹2K–5K
Unknown,Kielz Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2299.0,899.0,60.89604175728578,Footwear,Women's Footwear,₹500–1K
Unknown,Kielz Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1999.0,999.0,50.025012506253134,Footwear,Women's Footwear,₹500–1K
Unknown,Rochees RW50 Analog Watch  - For Boys,"[""Watches >> Wrist Watches >> Rochees Wrist Watches""]",,1120.0,952.0,15.0,Watches,Wrist Watches,₹500–1K
Unknown,Kielz Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2799.0,1299.0,53.59056806002144,Footwear,Women's Footwear,₹1K–2K
Unknown,Salt N Pepper 13-516 Greta Red Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3495.0,2621.0,25.007153075822604,Footwear,Women's Footwear,₹2K–5K
Unknown,Fluid DMF-002-GR01 Digital Watch  - For Boys,"[""Watches >> Wrist Watches >> Fluid Wrist Watches""]",3.5,1699.0,849.0,50.02942907592701,Watches,Wrist Watches,₹500–1K
Unknown,Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1599.0,639.0,60.0375234521576,Footwear,Women's Footwear,₹500–1K
Unknown,Rialto Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3295.0,2395.0,27.31411229135053,Footwear,Women's Footwear,₹2K–5K
Unknown,"Rorlig RR-030 Essentials Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Rorlig Wrist Watches""]",,1099.0,399.0,63.69426751592356,Watches,Wrist Watches,<₹500
Regular,Wrangler Regular Fit Men's Jeans,"[""Clothing >> Men's Clothing >> Jeans >> Wrangler Jeans""]",,3295.0,1812.0,45.007587253414265,Clothing,Men's Clothing,₹1K–2K
Unknown,Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,2274.0,35.010002857959414,Footwear,Women's Footwear,₹2K–5K
Unknown,"Disney DW100230 Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Disney Wrist Watches""]",,350.0,350.0,0.0,Watches,Wrist Watches,<₹500
Unknown,Salt N Pepper 13-167 Marsha Red Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3695.0,2771.0,25.006765899864682,Footwear,Women's Footwear,₹2K–5K
Unknown,"Cartier W6701005 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Cartier Wrist Watches""]",,201000.0,201000.0,0.0,Watches,Wrist Watches,₹5K+
Unknown,Bruno Manetti Cannelita Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",4.4,3399.0,1359.0,60.01765225066195,Footwear,Women's Footwear,₹1K–2K
Unknown,Stylistry Maxis Shde6603brwoboot3104 Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2199.0,1599.0,27.285129604365622,Footwear,Women's Footwear,₹1K–2K
Unknown,"Lois Caron LCS-4032 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Lois Caron Wrist Watches""]",,1200.0,399.0,66.75,Watches,Wrist Watches,<₹500
Unknown,"Felix Y 39 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Felix Wrist Watches""]",,1550.0,525.0,66.12903225806451,Watches,Wrist Watches,₹500–1K
Unknown,Kielz Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2999.0,2399.0,20.00666888962988,Footwear,Women's Footwear,₹2K–5K
Unknown,Sakay Country Leather Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3999.0,3499.0,12.503125781445362,Footwear,Women's Footwear,₹2K–5K
Unknown,La Briza Black Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2299.0,2069.0,10.004349717268378,Footwear,Women's Footwear,₹2K–5K
Unknown,"Kool Kidz DMK-012-QU02 Analog Watch  - For Girls, Boys","[""Watches >> Wrist Watches >> Kool Kidz Wrist Watches""]",5.0,375.0,263.0,29.86666666666667,Watches,Wrist Watches,<₹500
Unknown,"Franck Bella FB0128B Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",,1199.0,959.0,20.016680567139282,Watches,Wrist Watches,₹500–1K
Unknown,Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2199.0,1099.0,50.022737608003645,Footwear,Women's Footwear,₹1K–2K
Unknown,"Kool Kidz DMK-003-YL 03 Analog Watch  - For Girls, Boys","[""Watches >> Wrist Watches >> Kool Kidz Wrist Watches""]",4.0,475.0,333.0,29.894736842105264,Watches,Wrist Watches,<₹500
Unknown,"Vizion 8502-6BLACK Sports Series Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Vizion Wrist Watches""]",,1095.0,595.0,45.662100456621005,Watches,Wrist Watches,₹500–1K
Unknown,Vencer Stella 7lyt1011 Digital Watch  - For Boys,"[""Watches >> Wrist Watches >> Vencer Stella Wrist Watches""]",,399.0,144.0,63.90977443609023,Watches,Wrist Watches,<₹500
Unknown,La Briza Mile Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3999.0,3999.0,0.0,Footwear,Women's Footwear,₹2K–5K
Unknown,"Casela CAS-W-13 Basic Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Casela Wrist Watches""]",,3999.0,899.0,77.51937984496125,Watches,Wrist Watches,₹500–1K
Unknown,Sneha Unique Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1799.0,899.0,50.0277932184547,Footwear,Women's Footwear,₹500–1K
Unknown,Timer TC_-_690143 Analog Watch  - For Boys,"[""Watches >> Wrist Watches >> Timer Wrist Watches""]",,1299.0,549.0,57.736720554272516,Watches,Wrist Watches,₹500–1K
Regular,NE Regular Fit Men's Jeans,"[""Clothing >> Men's Clothing >> Jeans >> NE Jeans""]",,4999.0,1899.0,62.0124024804961,Clothing,Men's Clothing,₹1K–2K
Unknown,Shuz Touch Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2995.0,2995.0,0.0,Footwear,Women's Footwear,₹2K–5K
Unknown,Kielz Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",3.5,2499.0,1149.0,54.021608643457384,Footwear,Women's Footwear,₹1K–2K
Unknown,"Colat COLAT_M08 Roman Numerals Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Colat Wrist Watches""]",5.0,4999.0,1049.0,79.01580316063213,Watches,Wrist Watches,₹1K–2K
Unknown,Belle Gambe Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3999.0,1695.0,57.61440360090022,Footwear,Women's Footwear,₹1K–2K
Unknown,"Titan 1639SL03 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Titan Wrist Watches""]",,1795.0,1695.0,5.571030640668524,Watches,Wrist Watches,₹1K–2K
Unknown,Selfie Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1200.0,599.0,50.083333333333336,Footwear,Women's Footwear,₹500–1K
Unknown,Clincher Semonday Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,3499.0,0.0,Footwear,Women's Footwear,₹2K–5K
Unknown,"Srushti Art Jewelry Megnet_Led_Sport_BlackRed1 Digital Watch  - For Men, Women, Boys, Girls","[""Watches >> Wrist Watches >> Srushti Art Jewelry Wrist Watches""]",5.0,799.0,200.0,74.96871088861077,Watches,Wrist Watches,<₹500
Unknown,"Q&Q VQ13-008 Analog Watch  - For Girls, Boys","[""Watches >> Wrist Watches >> Q&Q Wrist Watches""]",3.6,585.0,526.0,10.085470085470085,Watches,Wrist Watches,₹500–1K
Unknown,Belle Gambe Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,1765.0,49.55701629036868,Footwear,Women's Footwear,₹1K–2K
Unknown,"Escort E-1700-906_Blk Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Escort Wrist Watches""]",,1925.0,1829.0,4.987012987012987,Watches,Wrist Watches,₹1K–2K
Unknown,Roxy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,19995.0,9997.0,50.00250062515629,Footwear,Women's Footwear,₹5K+
Unknown,Lee Men's Jeans,"[""Clothing >> Men's Clothing >> Jeans >> Lee Jeans""]",,2699.0,1619.0,40.01482030381623,Clothing,Men's Clothing,₹1K–2K
Unknown,Bruno Manetti 676 Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2999.0,1199.0,60.02000666888962,Footwear,Women's Footwear,₹1K–2K
Unknown,"Estilo 1056 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Estilo Wrist Watches""]",,1299.0,299.0,76.98229407236336,Watches,Wrist Watches,<₹500
Unknown,Jack klein BlackLed Digital Watch  - For Boys,"[""Watches >> Wrist Watches >> Jack klein Wrist Watches""]",1.0,999.0,150.0,84.98498498498499,Watches,Wrist Watches,<₹500
Unknown,"North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women","[""Watches >> Wrist Watches >> North Moon Wrist Watches""]",2.3,235.0,150.0,36.17021276595745,Watches,Wrist Watches,<₹500
Unknown,Foot Candy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2899.0,1699.0,41.393583994480856,Footwear,Women's Footwear,₹1K–2K
Unknown,Credos Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4499.0,3499.0,22.22716159146477,Footwear,Women's Footwear,₹2K–5K
Unknown,"Rich Club Apple Shaped LED Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Rich Club Wrist Watches""]",,999.0,149.0,85.08508508508508,Watches,Wrist Watches,<₹500
Unknown,"Skmei AD1031-Black Formal Analog-Digital Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",,2499.0,1699.0,32.01280512204882,Watches,Wrist Watches,₹1K–2K
Unknown,"Kms Ironman_Look_Led_Black11 Digital Watch  - For Men, Women, Girls, Boys","[""Watches >> Wrist Watches >> Kms Wrist Watches""]",,1395.0,350.0,74.91039426523297,Watches,Wrist Watches,<₹500
Unknown,Anand Archies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,499.0,499.0,0.0,Footwear,Women's Footwear,<₹500
Unknown,Magnum Footwear Lifestyle Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2999.0,1899.0,36.67889296432144,Footwear,Women's Footwear,₹1K–2K
Unknown,Swag 670038 Analog Watch  - For Boys,"[""Watches >> Wrist Watches >> Swag Wrist Watches""]",,2499.0,899.0,64.02561024409763,Watches,Wrist Watches,₹500–1K
Unknown,Bonzer Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,999.0,499.0,50.050050050050054,Footwear,Women's Footwear,<₹500
Skinny Fit,Roadster Skinny Fit Fit Men's Jeans,"[""Clothing >> Men's Clothing >> Jeans >> Roadster Jeans""]",3.0,2499.0,1249.0,50.020008003201276,Clothing,Men's Clothing,₹1K–2K
Unknown,Selfie Black Denim Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1000.0,499.0,50.1,Footwear,Women's Footwear,<₹500
Unknown,Steppings Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3199.0,2559.0,20.006251953735543,Footwear,Women's Footwear,₹2K–5K
Unknown,"Q&Q LLA2-213 Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Q&Q Wrist Watches""]",5.0,645.0,645.0,0.0,Watches,Wrist Watches,₹500–1K
Unknown,Belle Gambe Winter Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",4.8,3499.0,1695.0,51.55758788225208,Footwear,Women's Footwear,₹1K–2K
Unknown,"Hala Red In Black trendy digital Digital Watch  - For Boys, Girls, Men","[""Watches >> Wrist Watches >> Hala Wrist Watches""]",5.0,399.0,159.0,60.150375939849624,Watches,Wrist Watches,<₹500
Unknown,Kielz Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2499.0,1999.0,20.00800320128051,Footwear,Women's Footwear,₹1K–2K
Unknown,"Franck Bella FB74C Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",,1299.0,780.0,39.95381062355658,Watches,Wrist Watches,₹500–1K
Unknown,Carlton London Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",5.0,2295.0,2295.0,0.0,Footwear,Women's Footwear,₹2K–5K
Unknown,Ridas Apl_led_black Apple Shape Digital Watch  - For Boys,"[""Watches >> Wrist Watches >> Ridas Wrist Watches""]",2.7,349.0,249.0,28.653295128939828,Watches,Wrist Watches,<₹500
Unknown,Shuz Touch Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4495.0,4495.0,0.0,Footwear,Women's Footwear,₹2K–5K
Unknown,La Briza Andria Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",3.6,2099.0,2099.0,0.0,Footwear,Women's Footwear,₹2K–5K
Unknown,"Skmei 1070BLK Sports Analog-Digital Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",4.4,2345.0,1179.0,49.72281449893391,Watches,Wrist Watches,₹1K–2K
Unknown,Kielz Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1899.0,999.0,47.39336492890995,Footwear,Women's Footwear,₹500–1K
Unknown,Carlton London Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1995.0,1995.0,0.0,Footwear,Women's Footwear,₹1K–2K
Unknown,"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",,1799.0,1199.0,33.35186214563646,Watches,Wrist Watches,₹1K–2K
Unknown,Urban Country Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3299.0,1650.0,49.98484389208851,Footwear,Women's Footwear,₹1K–2K
Unknown,Now SP-ETHNIC Analog Watch  - For Boys,"[""Watches >> Wrist Watches >> Now Wrist Watches""]",,600.0,600.0,0.0,Watches,Wrist Watches,₹500–1K
Unknown,"Disney MSFR190-01B Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Disney Wrist Watches""]",,1350.0,1350.0,0.0,Watches,Wrist Watches,₹1K–2K
Unknown,Get Glamr Designer Yuvu Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,2799.0,20.005715918833953,Footwear,Women's Footwear,₹2K–5K
Unknown,Kielz Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2499.0,2399.0,4.001600640256102,Footwear,Women's Footwear,₹2K–5K
Unknown,Belle Gambe Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3999.0,1765.0,55.86396599149788,Footwear,Women's Footwear,₹1K–2K
Unknown,Remson India Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3999.0,1999.0,50.01250312578145,Footwear,Women's Footwear,₹1K–2K
Unknown,Jacques Farel KWD2324 Analog Watch  - For Boys,"[""Watches >> Wrist Watches >> Jacques Farel Wrist Watches""]",,2850.0,1567.0,45.01754385964912,Watches,Wrist Watches,₹1K–2K
Unknown,Rialto Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2795.0,1800.0,35.59928443649374,Footwear,Women's Footwear,₹1K–2K
Unknown,Salt N Pepper 13-455 Pisa Black Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4995.0,3746.0,25.005005005005003,Footwear,Women's Footwear,₹2K–5K
Unknown,"Oxter Chrono Blue Italia Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Oxter Wrist Watches""]",,999.0,299.0,70.07007007007007,Watches,Wrist Watches,<₹500
Unknown,Klaur Melbourne Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,1574.0,55.01571877679336,Footwear,Women's Footwear,₹1K–2K
Unknown,"Positif Pfbk612 Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Positif Wrist Watches""]",,1100.0,800.0,27.27272727272727,Watches,Wrist Watches,₹500–1K
Unknown,"D'SIGNER 688RGM _BRN Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> D'SIGNER Wrist Watches""]",,8995.0,8545.0,5.00277932184547,Watches,Wrist Watches,₹5K+
Unknown,Salt N Pepper 13-019 Femme Taupe Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4195.0,2050.0,51.13230035756854,Footwear,Women's Footwear,₹2K–5K
Unknown,"Franck Bella FB127A Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",,1250.0,999.0,20.080000000000002,Watches,Wrist Watches,₹500–1K
Unknown,Get Glamr Stylish Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1999.0,499.0,75.03751875937968,Footwear,Women's Footwear,<₹500
Unknown,"Felix 3541 W-S METAL Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Felix Wrist Watches""]",5.0,1350.0,555.0,58.88888888888889,Watches,Wrist Watches,₹500–1K
